900.0,1.0
941.98,1.0
983.96,1.0
1025.94,1.0
1067.92,1.0
1109.9,1.0
1151.88,1.0
1193.86,1.0
1235.84,1.0
1277.82,1.0
1319.8,1.0
1361.78,1.0
1403.76,1.0
1445.74,1.0
1487.72,1.0
1529.7,1.0
1571.68,1.0
1613.66,1.0
1655.64,1.0
1697.62,1.0
1739.6,1.0
1781.58,1.0
1823.56,1.0
1865.54,1.0
1907.52,1.0
1949.5,1.0
1991.48,1.0
2033.46,1.0
2075.44,1.0
2117.42,1.0
2159.4,1.0
2201.38,1.0
2243.36,1.0
2285.34,1.0
2327.32,1.0
2369.3,1.0
2411.28,1.0
2453.26,1.0
2495.24,1.0
2537.22,1.0
2579.2,1.0
2621.18,1.0
2663.16,1.0
2705.14,1.0
2747.12,1.0
2789.1,1.0
2831.08,1.0
2873.06,1.0
2915.04,1.0
2957.02,1.0
